,tweets,user_name,location,geo,ftokens,lemma
646,  Luckily I think the bed shortage was only an issue when we were ramping up for Covid and sc… ,duckfap,,,"['luckily', 'think', 'bed', 'shortage', 'issue', 'ramping', 'covid', 'sc…']","['luckily', 'think', 'bed', 'shortage', 'issue', 'ramp', 'covid', 'sc…']"
647,i hope plussy actually gets covid for making everyone get emotional and scared about his death,bananazucc,"Chicago, IL",,"['hope', 'plussy', 'actually', 'gets', 'covid', 'making', 'everyone', 'get', 'emotional', 'scared', 'death']","['hope', 'plussy', 'actually', 'get', 'covid', 'make', 'everyone', 'get', 'emotional', 'scar', 'death']"
648,Big Pharma doesn’t want you using hydroxychloroquine because they won’t make money off it A national covid vaccine… ,shootitdaddy6,,,"['big', 'pharma', '’', 'want', 'using', 'hydroxychloroquine', '’', 'make', 'money', 'national', 'covid', 'vaccine…']","['big', 'pharma', '’', 'want', 'use', 'hydroxychloroquine', '’', 'make', 'money', 'national', 'covid', 'vaccine…']"
649,We sent home another covid patient today Hes been hospitalized for weeks but he is finally well enough to contin… ,VivaciousTeapot,"Denton, TX",,"['sent', 'home', 'another', 'covid', 'patient', 'today', 'hes', 'hospitalized', 'weeks', 'finally', 'well', 'enough', 'contin…']","['send', 'home', 'another', 'covid', 'patient', 'today', 'he', 'hospitalize', 'week', 'finally', 'well', 'enough', 'contin…']"
650, Did she die of covid ,WilBernal2,,,"['die', 'covid']","['die', 'covid']"
651,  You’re a COVID risk,KraftyJerk,,,"['’', 'covid', 'risk']","['’', 'covid', 'risk']"
652,  You have shared outdated newsSix RECENT studies show that HCQ works,3GoMigos,USA,,"['shared', 'outdated', 'newssix', 'recent', 'studies', 'show', 'hcq', 'works']","['share', 'outdated', 'newssix', 'recent', 'study', 'show', 'hcq', 'work']"
653,Spoiler alert States that closed schools earlier when cumulative incidence of COVID19 was low had the larges… ,pabeaufait,"Kumamoto-shi, Kumamoto",,"['spoiler', 'alert', 'states', 'closed', 'schools', 'earlier', 'cumulative', 'incidence', 'covid19', 'low', 'larges…']","['spoiler', 'alert', 'state', 'close', 'school', 'earlier', 'cumulative', 'incidence', 'covid19', 'low', 'larges…']"
654, God I hope it’s not covid either stay safe,ParaHelps,💜 Our weights don’t matter 💜,,"['god', 'hope', '’', 'covid', 'either', 'stay', 'safe']","['god', 'hope', '’', 'covid', 'either', 'stay', 'safe']"
655,Pelosi mandates masks in House chamber after Gohmert tests positive for Covid19 ,InSpiteOfTrump,United States,,"['pelosi', 'mandates', 'masks', 'house', 'chamber', 'gohmert', 'tests', 'positive', 'covid19']","['pelosi', 'mandate', 'mask', 'house', 'chamber', 'gohmert', 'test', 'positive', 'covid19']"
656,6 months of coronavirus 150000 dead  via  Trump failed America,skipanderson52,,,"['6', 'months', 'coronavirus', '150000', 'dead', 'via', 'trump', 'failed', 'america']","['6', 'month', 'coronavirus', '150000', 'dead', 'via', 'trump', 'fail', 'america']"
657,We have directly redistributed over 7200 in gift cards and thousands more in covid prevention supplies We really… ,DefendGlendale,"Minneapolis, MN",,"['directly', 'redistributed', '7200', 'gift', 'cards', 'thousands', 'covid', 'prevention', 'supplies', 'really…']","['directly', 'redistribute', '7200', 'gift', 'card', 'thousand', 'covid', 'prevention', 'supply', 'really…']"
658,32 COVID diagnosis in Sandwell this week 17 in Ibiza Anyone got a private jet I think I’d prefer to work in the… ,Ms_Super_Titch,"Birmingham, UK",,"['32', 'covid', 'diagnosis', 'sandwell', 'week', '17', 'ibiza', 'anyone', 'got', 'private', 'jet', 'think', '’', 'prefer', 'work', 'the…']","['32', 'covid', 'diagnosis', 'sandwell', 'week', '17', 'ibiza', 'anyone', 'get', 'private', 'jet', 'think', '’', 'prefer', 'work', 'the…']"
659, Yeah exactly it’s just so irresponsible but then I’d expect nothing less like the covid headline abou… ,office_monkey,Parts Unknown,,"['yeah', 'exactly', '’', 'irresponsible', '’', 'expect', 'nothing', 'less', 'like', 'covid', 'headline', 'abou…']","['yeah', 'exactly', '’', 'irresponsible', '’', 'expect', 'nothing', 'less', 'like', 'covid', 'headline', 'abou…']"
660,    Public transit must be shut down Your spreading the co… ,DargoSmith,United States,,"['public', 'transit', 'must', 'shut', 'spreading', 'co…']","['public', 'transit', 'must', 'shut', 'spread', 'co…']"
661,  Yes we need to take absolute care amp error on the side of caution always Grandmother’s retire… ,marbles_pebbles,,,"['yes', 'need', 'take', 'absolute', 'care', 'amp', 'error', 'side', 'caution', 'always', 'grandmother', '’', 'retire…']","['yes', 'need', 'take', 'absolute', 'care', 'amp', 'error', 'side', 'caution', 'always', 'grandmother', '’', 'retire…']"
662,   Wrong your service to me is instructing my children More children will have d… ,4realideal,"Arizona, USA",,"['wrong', 'service', 'instructing', 'children', 'children', 'd…']","['wrong', 'service', 'instruct', 'child', 'child', 'd…']"
663,  Uh does this chart indicate theres a total of 5700 covid deaths,simple_centrist,,,"['uh', 'chart', 'indicate', 'theres', 'total', '5700', 'covid', 'deaths']","['uh', 'chart', 'indicate', 'there', 'total', '5700', 'covid', 'death']"
664,  Just covid ,SonyaDBrown1,,,['covid'],['covid']
665,  Well they should have just said that instead of the stupid stuff the they did say 🥱,alarreid,"California, USA",,"['well', 'said', 'instead', 'stupid', 'stuff', 'say', '\U0001f971']","['well', 'say', 'instead', 'stupid', 'stuff', 'say', '\U0001f971']"
666,   WHO lied about the origins of COVID It also censored Taiwan,thien3000,United States,,"['lied', 'origins', 'covid', 'also', 'censored', 'taiwan']","['lied', 'origin', 'covid', 'also', 'censor', 'taiwan']"
667,I find it ironic that the chant from the left for years has been how the previous generation had destroyed everythi… ,jonathanbays3,,,"['find', 'ironic', 'chant', 'left', 'years', 'previous', 'generation', 'destroyed', 'everythi…']","['find', 'ironic', 'chant', 'leave', 'year', 'previous', 'generation', 'destroy', 'everythi…']"
668, 95 Disapproval rate with dead COVID19 victims  Enjoy,grunwaldtx,"Canal Fulton, OH",,"['95', 'disapproval', 'rate', 'dead', 'covid19', 'victims', 'enjoy']","['95', 'disapproval', 'rate', 'dead', 'covid19', 'victim', 'enjoy']"
669,Day 126 of Lockdown and 7 497 Covid19 death cases reported  Mixed messaging around socialdistancing from pe… ,buildingheart,South Africa,,"['day', '126', 'lockdown', '7', '497', 'covid19', 'death', 'cases', 'reported', 'mixed', 'messaging', 'around', 'socialdistancing', 'pe…']","['day', '126', 'lockdown', '7', '497', 'covid19', 'death', 'case', 'report', 'mixed', 'message', 'around', 'socialdistancing', 'pe…']"
670,The only time my hair stylist ever changed my appointment was because of covid Dassit,Cruzinalexis,"Delaware, USA",,"['time', 'hair', 'stylist', 'ever', 'changed', 'appointment', 'covid', 'dassit']","['time', 'hair', 'stylist', 'ever', 'change', 'appointment', 'covid', 'dassit']"
671,So starting to feel a whole lot like midMarch around here in MA as our state executive looks at increasing COVID… ,mattjlawlor,,,"['starting', 'feel', 'whole', 'lot', 'like', 'midmarch', 'around', 'state', 'executive', 'looks', 'increasing', 'covid…']","['start', 'feel', 'whole', 'lot', 'like', 'midmarch', 'around', 'state', 'executive', 'look', 'increase', 'covid…']"
672,“COVID—19  Could there be a COVID20” yo get unc  ,_GetSeth,,,"['“', 'covid—19', 'could', 'covid20', '”', 'yo', 'get', 'unc']","['“', 'covid—19', 'could', 'covid20', '”', 'yo', 'get', 'unc']"
673,Delta Trains 5697 Teachers On COVID 19 Protocols In Schools ,dometvnews,"Enugu, Nigeria",,"['delta', 'trains', '5697', 'teachers', 'covid', '19', 'protocols', 'schools']","['delta', 'train', '5697', 'teacher', 'covid', '19', 'protocol', 'school']"
674,      by what or who your claim is that he st… ,Paloctaliban88,,,"['claim', 'st…']","['claim', 'st…']"
675, Not to be confused with CAPTAIN COVID ,rdhceo,My HOOD.,,"['confused', 'captain', 'covid']","['confuse', 'captain', 'covid']"
676, but that they spread the illness She says that sending kids back to inperson classes is putting everybody in… ,ByJamesHartley,"Dallas/Fort Worth, Texas",,"['spread', 'illness', 'says', 'sending', 'kids', 'back', 'inperson', 'classes', 'putting', 'everybody', 'in…']","['spread', 'illness', 'say', 'send', 'kid', 'back', 'inperson', 'class', 'put', 'everybody', 'in…']"
677, To be honest I saw plenty of accusations and even more deniallies from the tech gurus Im not so… ,DogDadDude1,,,"['honest', 'saw', 'plenty', 'accusations', 'even', 'deniallies', 'tech', 'gurus', 'im', 'so…']","['honest', 'saw', 'plenty', 'accusation', 'even', 'deniallies', 'tech', 'gurus', 'im', 'so…']"
678, We did when we were working in the office but weve been working at home for over 4 months because of COVID,paostrology,,,"['working', 'office', 'weve', 'working', 'home', '4', 'months', 'covid']","['work', 'office', 'weve', 'work', 'home', '4', 'month', 'covid']"
679,  Not here Not about time Most people WONT wear a mask and covid is rampant I dont see it… ,alovelymother1,,,"['time', 'people', 'wont', 'wear', 'mask', 'covid', 'rampant', 'dont', 'see', 'it…']","['time', 'people', 'wont', 'wear', 'mask', 'covid', 'rampant', 'dont', 'see', 'it…']"
680, I have theorized that the covid virus is a type of flesh eating disease that only feeds on brain mat… ,CNDIDFRNTOTRUTH,"Vancouver, British Columbia",,"['theorized', 'covid', 'virus', 'type', 'flesh', 'eating', 'disease', 'feeds', 'brain', 'mat…']","['theorize', 'covid', 'virus', 'type', 'flesh', 'eating', 'disease', 'feed', 'brain', 'mat…']"
681,   Ive been on some VIA trains that were more distanced than others even unrelated to covid19,MichaelLeoM,Canada,,"['ive', 'via', 'trains', 'distanced', 'others', 'even', 'unrelated', 'covid19']","['ive', 'via', 'train', 'distance', 'others', 'even', 'unrelated', 'covid19']"
682, Driver license permits are provisional Permits expiring between MarchAugust 31 2020 are extended s… ,CA_DMV,"Headquarters Sacramento, CA",,"['driver', 'license', 'permits', 'provisional', 'permits', 'expiring', 'marchaugust', '31', '2020', 'extended', 's…']","['driver', 'license', 'permit', 'provisional', 'permit', 'expire', 'marchaugust', '31', '2020', 'extend', 's…']"
683,The loss of faith in our media is a national tragedy The cause starts with the President Donald Trumps attacks o… ,AustinKuder,Ohio,,"['loss', 'faith', 'media', 'national', 'tragedy', 'cause', 'starts', 'president', 'donald', 'trumps', 'attacks', 'o…']","['loss', 'faith', 'medium', 'national', 'tragedy', 'cause', 'start', 'president', 'donald', 'trump', 'attack', 'o…']"
684,   You mean when he closed the boarders and Democrats called him racists or when New Yor… ,Tam35679103,,,"['mean', 'closed', 'boarders', 'democrats', 'called', 'racists', 'new', 'yor…']","['mean', 'close', 'boarder', 'democrat', 'call', 'racist', 'new', 'yor…']"
685,You should retweet this article from 7 days ago in Newsweek from THE Epidemiologis… ,B_Doc510,,,"['retweet', 'article', '7', 'days', 'ago', 'newsweek', 'epidemiologis…']","['retweet', 'article', '7', 'day', 'ago', 'newsweek', 'epidemiologis…']"
686,As of 630 pm today there are 57 new confirmed cases of COVID19 in Victoria County and 33 newly recovered indiv… ,VictoriaPIO,"Victoria, Texas",,"['630', 'pm', 'today', '57', 'new', 'confirmed', 'cases', 'covid19', 'victoria', 'county', '33', 'newly', 'recovered', 'indiv…']","['630', 'pm', 'today', '57', 'new', 'confirm', 'case', 'covid19', 'victoria', 'county', '33', 'newly', 'recover', 'indiv…']"
687,I still dont know anyone who has even been diagnosed with the COVID yet alone dropped dead from it after going ou… ,Russarnold22,Minneapolistan,,"['still', 'dont', 'know', 'anyone', 'even', 'diagnosed', 'covid', 'yet', 'alone', 'dropped', 'dead', 'going', 'ou…']","['still', 'dont', 'know', 'anyone', 'even', 'diagnose', 'covid', 'yet', 'alone', 'drop', 'dead', 'go', 'ou…']"
688,The inability of people to analyze threat assessment is one of my pet peevesYou are far more likely to die from… ,bwreed,"Boston, MA",,"['inability', 'people', 'analyze', 'threat', 'assessment', 'one', 'pet', 'peevesyou', 'far', 'likely', 'die', 'from…']","['inability', 'people', 'analyze', 'threat', 'assessment', 'one', 'pet', 'peevesyou', 'far', 'likely', 'die', 'from…']"
689,well 2NE1 is kinda my childhood ksjdksjd watch me get it after covid bec my anxiety cant handle going out during pandemic lmao,blckjckxxi,2NE1,,"['well', '2ne1', 'kinda', 'childhood', 'ksjdksjd', 'watch', 'get', 'covid', 'bec', 'anxiety', 'cant', 'handle', 'going', 'pandemic', 'lmao']","['well', '2ne1', 'kinda', 'childhood', 'ksjdksjd', 'watch', 'get', 'covid', 'bec', 'anxiety', 'cant', 'handle', 'go', 'pandemic', 'lmao']"
690,   I think he gets the covid tomorrow,tapicco,,,"['think', 'gets', 'covid', 'tomorrow']","['think', 'get', 'covid', 'tomorrow']"
691,    I sincerely hope that either you change your outlook Or fail… ,foelancer,,,"['sincerely', 'hope', 'either', 'change', 'outlook', 'fail…']","['sincerely', 'hope', 'either', 'change', 'outlook', 'fail…']"
692, Coming from the guy that literally put COVID pos patients in with NonCovid nursing homes How do y… ,mary_may28, U.S.A.,,"['coming', 'guy', 'literally', 'put', 'covid', 'pos', 'patients', 'noncovid', 'nursing', 'homes', 'y…']","['come', 'guy', 'literally', 'put', 'covid', 'po', 'patient', 'noncovid', 'nursing', 'home', 'y…']"
693, You’ll “do it yourself” like you did with COVID Really Just resign or go play golf and stay out… ,archosaur,,,"['’', '“', '”', 'like', 'covid', 'really', 'resign', 'go', 'play', 'golf', 'stay', 'out…']","['’', '“', '”', 'like', 'covid', 'really', 'resign', 'go', 'play', 'golf', 'stay', 'out…']"
694,What does publicly outing the covid ladies accomplish Seriously ,marcmaronrawme,,,"['publicly', 'outing', 'covid', 'ladies', 'accomplish', 'seriously']","['publicly', 'out', 'covid', 'lady', 'accomplish', 'seriously']"
695, If we can’t handle a lice outbreak then no way in hell we can handle a Covid one,batmandude461,Confidential,,"['’', 'handle', 'lice', 'outbreak', 'way', 'hell', 'handle', 'covid', 'one']","['’', 'handle', 'louse', 'outbreak', 'way', 'hell', 'handle', 'covid', 'one']"
696,Factif doctorsnurses dont quit saving the lives of Trumps Nazi cult members we will continue to die by the thous… ,Peacekeeper876,Illinois,,"['factif', 'doctorsnurses', 'dont', 'quit', 'saving', 'lives', 'trumps', 'nazi', 'cult', 'members', 'continue', 'die', 'thous…']","['factif', 'doctorsnurses', 'dont', 'quit', 'save', 'life', 'trump', 'nazi', 'cult', 'member', 'continue', 'die', 'thous…']"
697,What’s been reinforced during Covid is that including women really improves outcomes You can’t be what you can’t s… ,A_Raptis01,Mexico City,,"['’', 'reinforced', 'covid', 'including', 'women', 'really', 'improves', 'outcomes', '’', '’', 's…']","['’', 'reinforce', 'covid', 'include', 'woman', 'really', 'improve', 'outcome', '’', '’', 's…']"
698,We cant let NYCs oldest gay bar and scene of so much essential history go down with Covid Donated and shared S… ,jenfrankel,"Hamilton, Ontario",,"['cant', 'let', 'nycs', 'oldest', 'gay', 'bar', 'scene', 'much', 'essential', 'history', 'go', 'covid', 'donated', 'shared', 's…']","['cant', 'let', 'nycs', 'old', 'gay', 'bar', 'scene', 'much', 'essential', 'history', 'go', 'covid', 'donate', 'share', 's…']"
699,  There are plenty of illnesses that do horrible things to people And yes Im fully aware of covid… ,CFox131313,,,"['plenty', 'illnesses', 'horrible', 'things', 'people', 'yes', 'im', 'fully', 'aware', 'covid…']","['plenty', 'illnesses', 'horrible', 'thing', 'people', 'yes', 'im', 'fully', 'aware', 'covid…']"
700,I just want everyone to wear their masks and stay healthy so we can overcome COVID and I can see defenses try to ha… ,_Eric_Robinson,"Charlotte, North Carolina ",,"['want', 'everyone', 'wear', 'masks', 'stay', 'healthy', 'overcome', 'covid', 'see', 'defenses', 'try', 'ha…']","['want', 'everyone', 'wear', 'mask', 'stay', 'healthy', 'overcome', 'covid', 'see', 'defense', 'try', 'ha…']"
